target_l1,target_l2,target_l3,matched_l2,matched_l3,confidence,method_used,top_3_candidates,reasoning
Employee Services,Health & Safety,Health & Safety Services,INSURANCE & BENEFITS,INSURANCE & BENEFITS,0.6344091571786209,similarity_search,"[{""l2"": ""INSURANCE & BENEFITS"", ""l3"": ""INSURANCE & BENEFITS"", ""score"": 0.0, ""definition"": ""General employee insurance & benefits services""}, {""l2"": ""HR SERVICES"", ""l3"": ""EMPLOYER COMPLIANCE SERVICES"", ""score"": 0.0, ""definition"": ""Services focused on providing labor law postings, safety notices, anti harassment, and other collateral""}, {""l2"": ""INSURANCE & BENEFITS"", ""l3"": ""HEALTH & WELLNESS"", ""score"": 0.0, ""definition"": ""Health and Wellness services providers""}]",General employee insurance & benefits services
Employee Services,Health & Safety,Workwear & PPE,INDUSTRIAL SUPPLIES,SAFETY SUPPLIES,0.5802567696877484,similarity_search,"[{""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""SAFETY SUPPLIES"", ""score"": 0.0, ""definition"": ""Personal Protection Equipment (PPE) such as gloves, glasses, ear protection, Tyvek suits, cut and flame protection, shoes""}, {""l2"": ""INSURANCE & BENEFITS"", ""l3"": ""INSURANCE & BENEFITS"", ""score"": 0.0, ""definition"": ""General employee insurance & benefits services""}, {""l2"": ""HR SERVICES"", ""l3"": ""EMPLOYER COMPLIANCE SERVICES"", ""score"": 0.0, ""definition"": ""Services focused on providing labor law postings, safety notices, anti harassment, and other collateral""}]","Personal Protection Equipment (PPE) such as gloves, glasses, ear protection, Tyvek suits, cut and flame protection, shoes"
Employee Services,Industrial Consumables,C Parts,INDUSTRIAL SUPPLIES,OEM PARTS / SPARES,0.5750345155535025,similarity_search,"[{""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""OEM PARTS / SPARES"", ""score"": 0.0, ""definition"": ""Parts that are very specific to a production piece of equipment""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""GENERAL INDUSTRIAL SUPPLIES"", ""score"": 0.0, ""definition"": ""Safety supplies, hand tools, power tools, janitorial and sanitation supplies, material handling,""}, {""l2"": ""IN-STORE SUPPLIES"", ""l3"": ""STORE SUPPLIES"", ""score"": 0.0, ""definition"": ""Store supplies & consumables""}]",Parts that are very specific to a production piece of equipment
Employee Services,Industrial Consumables,Tools,INDUSTRIAL SUPPLIES,GENERAL INDUSTRIAL SUPPLIES,0.6584419012069749,similarity_search,"[{""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""GENERAL INDUSTRIAL SUPPLIES"", ""score"": 0.0, ""definition"": ""Safety supplies, hand tools, power tools, janitorial and sanitation supplies, material handling,""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""CUTTING TOOLS & ABRASIVES"", ""score"": 0.0, ""definition"": ""Cutting Tools - turning, milling, hole making, threading, tooling systems. Abrasives - Coated Belts, Segments, Super Abrasive Wheels, Grinding Wheels, Rubber Regulated Wheels, Honing Stones, Dressing Tools and Wheels""}, {""l2"": ""IN-STORE SUPPLIES"", ""l3"": ""STORE SUPPLIES"", ""score"": 0.0, ""definition"": ""Store supplies & consumables""}]","Safety supplies, hand tools, power tools, janitorial and sanitation supplies, material handling,"
Employee Services,Learning & Development services,Coaching,TRAINING & DEVELOPMENT,TRAINING & DEVELOPMENT,0.5227277902040268,similarity_search,"[{""l2"": ""TRAINING & DEVELOPMENT"", ""l3"": ""TRAINING & DEVELOPMENT"", ""score"": 0.0, ""definition"": ""Designing training programs and platforms (live classroom training, web-based training, video training, and others) for a variety of client needs""}, {""l2"": ""SOFTWARE"", ""l3"": ""LMS & TRAINING SOLUTIONS"", ""score"": 0.0, ""definition"": ""Learning Management Systems (LMS) and training solutions enable organizations to deliver, track, and manage educational programs and employee development. They support e-learning, certifications, and performance analytics. Modern LMS platforms offer mobile access, personalization, and integration with HR systems. These solutions enhance workforce skills, compliance readiness, and engagement through structured and scalable learning experiences.""}, {""l2"": ""HR SERVICES"", ""l3"": ""EMPLOYEE RECOGNITION"", ""score"": 0.0, ""definition"": ""Administering employee recognition programs which can include:  Anniversary/service awards and Employee incentives""}]","Designing training programs and platforms (live classroom training, web-based training, video training, and others) for a variety of client needs"
Employee Services,Learning & Development services,Training,TRAINING & DEVELOPMENT,TRAINING & DEVELOPMENT,0.6595732962830945,similarity_search,"[{""l2"": ""TRAINING & DEVELOPMENT"", ""l3"": ""TRAINING & DEVELOPMENT"", ""score"": 0.0, ""definition"": ""Designing training programs and platforms (live classroom training, web-based training, video training, and others) for a variety of client needs""}, {""l2"": ""SOFTWARE"", ""l3"": ""LMS & TRAINING SOLUTIONS"", ""score"": 0.0, ""definition"": ""Learning Management Systems (LMS) and training solutions enable organizations to deliver, track, and manage educational programs and employee development. They support e-learning, certifications, and performance analytics. Modern LMS platforms offer mobile access, personalization, and integration with HR systems. These solutions enhance workforce skills, compliance readiness, and engagement through structured and scalable learning experiences.""}, {""l2"": ""HR SERVICES"", ""l3"": ""EMPLOYEE RECOGNITION"", ""score"": 0.0, ""definition"": ""Administering employee recognition programs which can include:  Anniversary/service awards and Employee incentives""}]","Designing training programs and platforms (live classroom training, web-based training, video training, and others) for a variety of client needs"
Employee Services,Office supplies,Other office supplies,CORPORATE OFFICE,SUNDRIES,0.6742361991687106,similarity_search,"[{""l2"": ""CORPORATE OFFICE"", ""l3"": ""SUNDRIES"", ""score"": 0.0, ""definition"": ""General goods purchased for office use""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""OFFICE SUPPLIES"", ""score"": 0.0, ""definition"": ""General office supplies including paper, toner, pens, staplers, paper clips, binders, whiteboards, etc.""}, {""l2"": ""IN-STORE SUPPLIES"", ""l3"": ""STORE SUPPLIES"", ""score"": 0.0, ""definition"": ""Store supplies & consumables""}]",General goods purchased for office use
Employee Services,Office supplies,Postage,CORPORATE OFFICE,POSTAGE & POSTAGE EQUIPMENT,0.6888157149090882,similarity_search,"[{""l2"": ""CORPORATE OFFICE"", ""l3"": ""POSTAGE & POSTAGE EQUIPMENT"", ""score"": 0.0, ""definition"": ""Postage and/or lease/rental of postage machines""}, {""l2"": ""FACILITY SERVICES"", ""l3"": ""PRINT / MAILROOM MANAGEMENT"", ""score"": 0.0, ""definition"": ""Outsourced mailroom and/or print management services""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""SUNDRIES"", ""score"": 0.0, ""definition"": ""General goods purchased for office use""}]",Postage and/or lease/rental of postage machines
Employee Services,Office supplies,Stationery,IN-STORE SUPPLIES,STORE SUPPLIES,0.6587743352382629,similarity_search,"[{""l2"": ""IN-STORE SUPPLIES"", ""l3"": ""STORE SUPPLIES"", ""score"": 0.0, ""definition"": ""Store supplies & consumables""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""OFFICE SUPPLIES"", ""score"": 0.0, ""definition"": ""General office supplies including paper, toner, pens, staplers, paper clips, binders, whiteboards, etc.""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""SUNDRIES"", ""score"": 0.0, ""definition"": ""General goods purchased for office use""}]",Store supplies & consumables
IT Hardware,IT Hardware & Infrastructure Goods,"Computers, screens, phones, media equipment",IT HARDWARE / INFRASTRUCTURE,PERIPHERALS,0.6264718174934432,similarity_search,"[{""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""PERIPHERALS"", ""score"": 0.0, ""definition"": ""Devices that connect to a computer system to add functionality, eg mouse, keyboard, docks, monitors""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""HARDWARE COMPONENTS"", ""score"": 0.0, ""definition"": ""Physical computing infrastructure including servers, processors, storage devices, and networking equipment.""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""END USER DEVICES"", ""score"": 0.0, ""definition"": ""Personal computers (laptops and desktops/workstations), servers (devices dedicated to many resources); While PCs and Servers have different functions, the OEM market overlaps significantly and can be procured together for additional leverage""}]","Devices that connect to a computer system to add functionality, eg mouse, keyboard, docks, monitors"
IT Hardware,IT Hardware & Infrastructure Goods,IT supplies,IT HARDWARE / INFRASTRUCTURE,HARDWARE COMPONENTS,0.6265160886626182,similarity_search,"[{""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""HARDWARE COMPONENTS"", ""score"": 0.0, ""definition"": ""Physical computing infrastructure including servers, processors, storage devices, and networking equipment.""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""PERIPHERALS"", ""score"": 0.0, ""definition"": ""Devices that connect to a computer system to add functionality, eg mouse, keyboard, docks, monitors""}]","Physical computing infrastructure including servers, processors, storage devices, and networking equipment."
IT Hardware,IT Hardware & Infrastructure Goods,"Printers, copiers, scanners and consumables",IT HARDWARE / INFRASTRUCTURE,OFFICE EQUIPMENT,0.6945691340648096,similarity_search,"[{""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""OFFICE EQUIPMENT"", ""score"": 0.0, ""definition"": ""Multifunction peripherals (MFP) or multifunction devices (MFD) with functionalities and capabilities, including printing, copying and scanning""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""BARCODE PRINTERS & SCANNERS"", ""score"": 0.0, ""definition"": ""Hardware consisting primarily of mobile computers, printers, handheld scanners used to automate data collection Can be handheld, RFID readers, mounted to distribution center equipment, etc""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""PERIPHERALS"", ""score"": 0.0, ""definition"": ""Devices that connect to a computer system to add functionality, eg mouse, keyboard, docks, monitors""}]","Multifunction peripherals (MFP) or multifunction devices (MFD) with functionalities and capabilities, including printing, copying and scanning"
IT Hardware,IT Hardware & Infrastructure Goods,"Servers, storages, network components",IT HARDWARE / INFRASTRUCTURE,HARDWARE COMPONENTS,0.689829941422355,similarity_search,"[{""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""HARDWARE COMPONENTS"", ""score"": 0.0, ""definition"": ""Physical computing infrastructure including servers, processors, storage devices, and networking equipment.""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""RACKS, WIRING & CABLES"", ""score"": 0.0, ""definition"": ""Electrical components for connecting and wiring data centers, offices, and other sites Includes server racks, cat5 and cat6 cables, and in some cases the labor to install""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""COMPUTE & STORAGE HARDWARE"", ""score"": 0.0, ""definition"": ""Hardware with capacity to store large amounts of data in a centralized repository for business, super computers for bulk data processing, and/or hardware to provide functionality for other programs or devices""}]","Physical computing infrastructure including servers, processors, storage devices, and networking equipment."
IT Hardware,IT Hardware & Infrastructure Services,Data Centre / Colocation Services,IT SERVICES,DATA CENTER & COLOCATION,0.7045085782398538,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""DATA CENTER & COLOCATION"", ""score"": 0.0, ""definition"": ""A colocation center or \""carrier hotel\"", is a type of data center where equipment, space, and bandwidth are available for rental to customers This category also includes outsourced management of data centers""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""HARDWARE COMPONENTS"", ""score"": 0.0, ""definition"": ""Physical computing infrastructure including servers, processors, storage devices, and networking equipment.""}]","A colocation center or ""carrier hotel"", is a type of data center where equipment, space, and bandwidth are available for rental to customers This category also includes outsourced management of data centers"
IT Hardware,IT Hardware & Infrastructure Services,Device as a Service (DaaS),IT SERVICES,IT INFRASTRUCTURE SERVICES,0.5721586007116143,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""IT HARDWARE / INFRASTRUCTURE"", ""l3"": ""HARDWARE COMPONENTS"", ""score"": 0.0, ""definition"": ""Physical computing infrastructure including servers, processors, storage devices, and networking equipment.""}, {""l2"": ""IT SERVICES"", ""l3"": ""DISASTER RECOVERY"", ""score"": 0.0, ""definition"": ""Disaster recovery is a cloud computing and backup service model that uses cloud resources to protect applications and data from disruption caused by disaster""}]","IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support"
IT Hardware,IT Hardware & Infrastructure Services,"IT Hardware Maintenance, services and repairs",IT SERVICES,IT INFRASTRUCTURE SERVICES,0.7491288332573487,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""BUILDING REPAIR & MAINTENANCE"", ""l3"": ""BUILDING REPAIR & MAINTENANCE"", ""score"": 0.0, ""definition"": ""Repair and maintenance services""}, {""l2"": ""IT SERVICES"", ""l3"": ""THIRD PARTY MAINTENANCE"", ""score"": 0.0, ""definition"": ""3rd party maintenance is non-OEM maintenance providers who provide activities such as applying patches, updating anti-virus and ensuring anti-virus is working, monitoring performance, and monitoring activity based on IT policies""}]","IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support"
